partida	titulo	ley	rubrica	texto
1	15	1	Titulo .xvº. Del derecho del padronadgo. Ley .iª.	Natura & razon mueue a los omnes pora amar las cosas que fazen & pora guardar las quanto pudieren que se meioren; & no se menoscaben. assi cuemo el padre ama a su fijo que engendro el guarda quanto puede. que biua & dure en buen estado. Otrossi el que llanta algun arbol plazel con el. & trabaia se de criar le & guardar le que se no pierda. & otro tal faze el que sienbra. que ama & guarda su simiente. E assi es en las otras cosas que fazen o crian los omnes. Ca aquel que las cria o las faze de nueuo; es les assi cuemo padre. Otrossi las creaturas que han entendimiento o razon aman & deuen amar. & seruir & onrrar. a los que las criaron & las fizieron; o de quien recibieron bien fecho. E por esta razon el que faze la eglesia deue la amar & onrrar cuemo cosa que el fizo a seruicio de dios. & otrosi la eglesia deue amar a el & ayudar le & onrrar le & reconnoscer lo por padron que es assi cuemo padre. E pues que en el Titulo ante deste fabla de cuemo deuen seer guardadas las cosas de las eglesias & que no deuen seer enagenadas si no por razones ciertas; conuiene de dezir en este del derecho que han en las eglesias aquellos que las fazen de nueuo. que son dichos padrones. & mostrar primeramientre que quier dezir padron. & que cosa es padronadgo. & por que se gana. & otrossi por que se pierde. E que derechos ha el padron en la eglesia. E si otro alguno pusiere clerigo en la eglesia no lo presentando el padron; si la deue auer o no. E en quantas maneras puede passar el derecho del padronadgo de un omne a otro. E que deuen fazer quando ha muchos padrones en una eglesia. & no se acuerdan en presentar clerigo. E fasta quanto tienpol pueden presentar desque la eglesia uagare.
1	15	2	Ley .ijª. Que cosa es padronadgo. & por que cosas se gana. & que derechos ha el padron en la eglesia.	Patronus en latin tanto quier dezir en romanz; como padre de carga. Ca assi cuemo el padre es encargado de fazienda de su fijo. en criar le. & en guardar le. & en buscar le todo el bien que pudiere; assi el que faze la eglesia es tenudo de sofrir la carga della. abondando la de todas las cosas quel fueren mester quando la faze. & emparando la despues que fuere fecha. ¶ E padronadgo es derecho o poder que gana en la eglesia. por los bienes que y faze; el que es padron della. ¶ E este derecho gana omne por tres cosas. La una por el suelo que da en que fazen la eglesia. La segunda por fazer la. La tercera por el heredamiento quel da a que llaman dote; onde biuan los clerigos que la siruieren. & de que puedan complir las otras cosas; segund dize en el Titulo que fabla de cuemo deuen fazer las eglesias. ¶ Otrosi pertenescen al padron tres cosas. de su derecho por razon del padronadgo. La una es de onrra. La otra de prouecho que deue auer ende. La tercera de cuedado o de trabaio que ha de sofrir por ella. E onrra ha de auer. ca quando uagare la eglesia; deue presentar clerigo pora ella. E esto se entiende si la eglesia no fuere cathedral; o conuentual. Ca en estas tales el cabillo o el conuento ha de esleer su prelado. & despues desto deuen presentar la eleccion fecha al padron quel plega & lo otorgue. ¶ Pero si el padron quando quisiere fazer eglesia que sea collegiada. que quier tanto dezir cuemo conuentual. dixiere que quiere este derecho auer en ella. que puede el solo esleer el prelado o con los otros clerigos que y fueren & lo ouieren de esleer; si el apostoligo gelo otorgare bien lo puede auer. & dotra guisa no. E esso mismo serie si el apostoligo diesse priuilegio que pudiesse esto fazer magar no fuesse padron. ¶ Mas si costumbre fuesse que el padron estudiesse delante quando la eleccion fiziessen los clerigos; o quel rogassen que uiniesse y bien puede y seer magar no lo mandasse el apostoligo. ¶ Aun ha onrra en otra cosa. que quando uiniere a la eglesia quel deuen poner en somo de la procession quando la fizieren assi cuemo mayoral. & que aya en la eglesia logar mas onrrado que los otros pora seer.
1	15	3	Ley .iijª. En que cosas se puede el padron aprouechar de la eglesia onde lo es.	Apremiado seyendo el padron de pobredat. assi que no ouiesse de que beuir; deuen le dar los clerigos. de las rendas de la eglesia onde es padron de que biua. si ouiere y tantas que puedan complir a todos mesuradamientre. Ca como quier que la eglesia deua ayudar a todos los pobres; mas es tenuda de lo fazer a este. & mas abondadamientre; que a otro. E este es un prouecho que puede ende auer. Sin este ha otra pro que puede auer cada anno algunas rendas sennaladas daquella eglesia; magar no sea pobre si quando començare la eglesia a fazer. pusiere con el obispo; quanta renda deua ende leuar.
1	15	4	Ley .iiijª. Que los padrones deuen auer cuydado & sofrir trabaio pora emparar & guardar las eglesias & todas sus cosas	Cuydado deue auer el padron en guardar su eglesia. & sofrir trabaio por ella; quando mester fuere. Ca si alguno quisiere fazer en ella o en sus cosas danno o menescabo; el la deue emparar. ¶ Otrossi sabiendo que los clerigos de la eglesia fazien danno o menoscabo en las heredades della o en libros o en uestimientas o en otras cosas. deue los amonestar que lo no fagan. & si no lo quisieren dexar por el; deue lo fazer saber al obispo o ha su vicario que los castigue. que no menoscaben las cosas de la eglesia. Mas si el obispo quisiesse fazer o fiziesse algun menoscabo en ella; el padron lo deue mostrar al arçobispo. que no gelo consienta. E si el arçobispo alguna destas cosas fiziesse; diga lo al Rey quel castigue que lo no faga. pues que otro prelado mayor no y ha que gelo pueda fazer emendar. ¶ E magar el padron pueda esto fazer; no deue el nin sus herederos tomar ni enagenar ninguna cosa de la eglesia. ni fazer enganno ninguno en ellas. & si lo fiziesse deuen le fazer afruento. fasta que lo torne. & si no lo quisiere tornar; pueden le descomulgar por ello. & esto se entiende seyendo el padron lego. mas si fuesse clerigo deuen le uedar de oficio & de beneficio. fasta que lo emiende. E aun si por esto no lo quisiere emendar; deue seer despuesto por ende.
1	15	5	Ley .vª. Que los padrones no deuen tomar ninguna cosa de las eglesias fueras lo que les otorga sancta eglesia por derecho	Cathedral eglesia o conuentual faziendo alguno; gana el derecho del padronadgo en ella. E deue auer ende onrra & pro & cuydado de la guardar tan bien cuemo de las otras eglesias menores que son parrochiales. segund dize en la quarta ley ante desta. E ninguno deue tomar della otra cosa; fueras aquello quel es otorgado por el derecho de sancta eglesia. Onde por que algunos legos por razon que son padrones quieren tomar los diezmos. & las ofrendas del pan. & del uino. & de las otras cosas que Ofrecen en la eglesia; defendio sancta eglesia que lo no fiziessen. E no fizo esto sin razon. que si en la uieia ley ninguno del pueblo no era osado de tomar ni de comer los panes que ofrecien en el tiemplo. fueras los sacerdotes; mucho menos se deuen atreuer los xpistianos de las tomar por su poder. ni de comer las. ni de las dar. ni uender a otri. Ca estas ofrendas no las deue otri tomar si no los clerigos que siruen las eglesias. & dan los sagramientos a los pueblos. & ruegan a dios por ellos. E por ende mando sancta eglesia. que si algun xpistiano tal cosa fiziesse. & no lo quisiesse emendar; que fuesse descomulgado & apartado de la xpistiandat fasta que lo emendasse.
1	15	6	Ley .viª. Que los prelados no deuen poner clerigos en las eglesias que han padrones quando uagaren a menos de gelos presentar ellos.	Pagando alguna eglesia por qual razon quier que sea. en que ouiesse algunos derechos de padronadgo. no deue el obispo ni otro prelado poner clerigo en ella; a menos de gelo presentar los padrones. & si lo fiziere no deue auer la eglesia aquel clerigo. antes aquel mismo quel puso le deue toller ende por su uerguença & poner en ella el que presentaren los padrones. seyendo tal que lo merezca. & si assi no lo quisiesse fazer; deuen lo querellar los padrones al otro prelado que fuere su mayoral. E este mayoral deue toller el que puso el obispo; o el otro prelado. & poner el que presentaren los padrones. ¶ Pero si el obispo no quisiesse recebir al clerigo que presentassen los padrones pora la eglesia mostrando que no era digno ni la merecie auer; deue lo prouar. E si lo prouare; no deue y seer recebido aquel que los padrones presentaron mas deuen presentar otro que lo merezca. & estonce deue lo el obispo recebir. Pero si el obispo no lo prouar o no quisiere; tenudo es de recebir aquel quel presentaron primeramientre. Mas si por auentura el obispo no quisiesse ninguna destas cosas fazer; pueden se querellar del a su mayoral. & el deuel mandar que prueue lo que dixo; o que reciba el clerigo quel presentaron los padrones. ¶ Otrosi los padrones no pueden dar la eglesia; ni poner clerigo en ella por su poder. mas han poder del presentar tan solamientre. Onde si pusiere clerigo en alguna eglesia & despues presentaren otro pora ella; el que fue presentado la deue auer & no al que la dieron. ca por la donacion de los padrones no gana derecho ninguno en ella. E esto es por que la cosa que alguno da en que no ha derecho de la dar; tanto uale cuemo si no la diesse.
1	15	7	Ley .vijª. De que guisa pueden los legos padrones camiar sus uoluntades en presentar los clerigos al obispo. & qual clerigo deue auer la eglesia o no.	Padrones pueden auer las eglesias; tan bien clerigos como legos. Pero departimiento ha entre la presentacion que fazen los unos. & los otros. Ca si el padron fuesse lego. & presentasse clerigo pora alguna eglesia. si ante que el obispol recibiesse. quisiesse el mismo otro presentar; bien lo puede fazer. pero fica en escogencia del obispo. de dar la eglesia a qual quisiere dellos. seyendo amos buenos. E si la diere al que fue presentado apostremas; no la puede el primero demandar al que la tiene. ni al obispo que gela dio. ni a otrossi demandança ninguna contral padron quel presento a primas. Ca bien se puede camiar duno a otro. fueras ende si fuesse peor. Pero fical demandança contral obispo quel de otro beneficio en que uiua por que nol quiso recebir quandol presentaron. & lo alongo poniendol achaques que nol recibiesse. por que el padron se mudasse daquella uoluntad tanamientre. & presentasse otro. Mas si el obispo diesse la eglesia al primero. no ha demandança ninguna el segundo contral obispo. ni contra el clerigo a qui la dieron. ni otrossi contral padron quel presento. fueras duna guisa. si el obispo ouiesse dado la eglesia a algun clerigo quel presentasse aquel que no era padron; o ha otro que no fuesse presentado de ninguno. Ca estonce el que presentasse el que fuesse padron de uerdat. magar ouiesse seydo despues presentado; puede demandar la eglesia al primero. & deuen gela toller & dar la al segundo. Otrossi acaeciendo que el padron presentasse dos clerigos o tres en uno. en escogencia es del obispo de dar la al uno dellos a qual touiere por mas guisado.
1	15	8	Ley viijª. Por que razon no pueden los clerigos que son padrones mudar sus uoluntades en presentar clerigo assi como los legos.	Presentando clerigo pora alguna eglesia el padron que fuesse lego; si quisiere bien puede camiar su uoluntad & presentar otro clerigo. ante que el obispo reciba el primero. segund dize en la ley ante desta. Mas si cabillo dalguna eglesia seglar. o alguna orden o otro clerigo qualquier ouiesse derecho de padronadgo en alguna eglesia. no lo puede assi fazer; ca desque ouiere presentado un clerigo. no puede mudar su uoluntad. & presentar otro. & si lo fiziesse no gana el segundo; derecho ninguno en la eglesia. por aquella presentacion. ni ualdrie si gela diessen. mas el que primero fue presentado la deue auer. E por que los clerigos han de seer mas sabidores en el ordenamiento de las eglesias que los legos. & lo han usado. & saben mas quales clerigos deuen presentar segund so derecho; por esso les pusieron por pena que no pudiessen camiar se. dun clerigo a otro cuemo los legos que no son tan sabidores. ¶ Otrossi auiendo algun clerigo derecho de padronadgo en la eglesia no puede presentar assi mismo pora ella. por que se mostrarie por cobdicioso. ca no deue ninguno ganar logar onrrado por cobdicia. mas por trabaio & mereciendo lo. & por que deue auer departimiento. entre el que presenta. & el que fuere presentado. Mas si los padrones fuessen muchos. & ouiesse y algun clerigo bien pueden los otros presentar le. otrossi bien puede el padron presentar a su fijo seyendo tal que merezca auer la eglesia.
1	15	9	Ley .ixª. En quantas maneras puede passar el derecho del padronadgo dun omne a otro.	Passar puede el derecho del padronadgo dun omne a otro en quatro maneras. por heredamiento. por donadio. por camio. & por uendida. Por heredamiento passa a otros & lo ganan. assi cuemo fijos o nietos. quando heredan buena de sus padres. o de sus auuelos. o de sus parientes. o otros estrannos que heredassen buena dalguno. ca bien assi cuemo heredan los otros bienes. assi pueden heredar el derecho del padronadgo con ellos. Por donadio passa otrossi el derecho del padronadgo. ca bien lo puede dar un omne a otro. o ha eglesia o ha monasterio. & pora ualer tal donacion; deue auer otorgamiento del obispo de la eglesia onde es el padronadgo. quier ante que se faga la donacion. o despues que fuere fecha. ca dotra guisa no ualdrie. Por camio. & por uendida puede otrossi passar. no lo camiando. ni lo uendiendo. por si apartadamientre. mas de buelta con todas las otras cosas que en aquel logar ouiesse. & esto auiene por que es ayuntado a la eglesia que es cosa spirital. & no la puede ninguno camiar ni uender por otra cosa temporal ninguna. Mas una eglesia por otra. o un padronadgo por otro bien puede camiar con otorgamiento del obispo. ca dotra guisa no ualdrie. ante farie symonia qualquier que destas cosas comprasse o uendiesse apartadamientre. Onde en estas quatro maneras sobredichas; puede passar el padronadgo dun omne a otro por toda uia. pero otras y ha en que passa a tiempo. segund oyredes adelante.
1	15	10	Ley .xª. Que deuen fazer quando ha muchos padrones en una eglesia. & no se acuerdan en presentar clerigo.	Desacuerdo acaeciendo entre muchos omnes que fuessen padrones de alguna eglesia sobre clerigo presentar pora ella. assi que los unos presentassen uno. & los otros otro; aquel deue recebir el obispo que presentaren los mas. & con meior entencion toda uia seyendo el clerigo que presentan bueno. Mas si tantos fuessen de la una parte cuemo de la otra los que presentassen; estonce deue el obispo meter mientes en los clerigos presentados. & tomar el que fuere mas letrado. & de meiores mannas. E si amos fuessen cuemo eguales; estonce en escogencia serie del obispo de tomar qual quisiesse; o de mandar les que presentassen otros de cabo. E en tal razon cuemo esta no ha por que se querellar ninguno de los presentados del obispo. ni ha demandança ninguna contra el. ¶ Mas si por uentura no quisiessen otros presentar. & el obispo uiesse. que no podrie recebir ninguno daquellos sin escandalizamiento de los presentadores deue sacar las reliquias de la eglesia. & cerrar las puertas. que no digan y horas. fasta que se acuerden todos o la mayor parte en presentar clerigo qual deuen. E esto se entiende otrosi si lo pudiere fazer el obispo; sin gran escandalo del pueblo.
1	15	11	Ley .xiª. Fasta quanto tiempo desque la eglesia uagare deue el obispo esperar los padrones que desacuerdan entressi en presentar clerigo.	Desacuerdan los omnes a las uezes quando quieren presentar clerigo pora alguna eglesia. sobre el derecho del padronadgo. diziendo los unos que ellos son padrones. & han derecho de presentar clerigo; & no los otros. E quando tal contienda acaeciesse. touo por bien sancta eglesia; que esperasse el obispo del logar de no poner clerigo en ella; mientre que contendiessen. sobre el derecho del padronadgo. fasta seys o quatro meses al menos; desque la eglesia uagasse. E si a este plazo no se librasse aquella contienda; dalli adelante puede el obispo poner clerigo en la eglesia. Pero con todo esto saluo finca su derecho a aquellos que uencieren el padronadgo. pora poder presentar aquel mismo clerigo que el obispo auie puesto en la eglesia. & esto deue fazer. pora seer cuemo en tenencia del derecho del padronadgo; por que no gelo pueda despues ninguno embargar. ¶ Otrossi acaeciendo desacuerdo entre el obispo. & algunos omnes que se llamassen padrones de alguna eglesia. diziendo el obispo que lo no eran & ellos que si; deuen poner un clerigo por mayordomo en la eglesia que coia las rendas della & las guarde. fasta que sea aquel pleyto librado. & las metan en pro de la eglesia si mester fuere. o las guarde fielmientre. pora dar las al clerigo a qui fuesse la eglesia depues dada.
1	15	12	Ley .xijª. Por que razones puede passar el poder de presentar clerigo dun omne a otro.	Arrendando o empennando orden o otro omne qualquier su uilla o aldea de que ouiesse sennorio; si ouiesse y eglesia. & el derecho del padronadgo fuesse suyo; passa el poder de presentar clerigo pora la eglesia quando uagare. & los otros derechos del padronadgo que y auie; a aquel que la tomo arrendada o empennada. & magar aquella heredat se torne al que la empenno o la arrendo; por esso no deue el clerigo que presento el otro perder la eglesia. fueras si aquel que el sennorio daquel logar sacasse ende nombradamientre el derecho del padronadgo que lo tenie pora si. quando fizo el arrendamiento. o el empennamiento. Pero si aquel que era en tenencia de la uilla crouiesse en buena fe que nol sacaron el derecho del padronadgo quando tomo el arrendamiento. & que bien podie presentar clerigo si acaeciesse que uagasse la eglesia. si en tal manera presentasse clerigo pora ella. & el obispo gela diesse; no la deue perder. magar despues le mouiesse pleyto el sennor de la heredat. diziendo que el auie derecho de presentar; por que sacara el Padronadgo; del arrendamiento. & lo prouasse que assi fuera. Mas si el pleyto seyendo mouido presentasse clerigo este a tal & el obispol recibiesse el diesse la eglesia; si despues prouasse el sennor que lo sacara; no la deue aquel clerigo auer. ¶ Mas si dotra manera touiesse alguno que era suyo el derecho del padronadgo; & fuesse en tenencia del & crouiessen los omnes daquel logar que el era padron; si uagando aquella eglesia este tal presentasse clerigo pora ella. & el obispo gela diesse; no la deue el clerigo perder. magar fuesse presentado seyendo mouido pleyto sobrel derecho del padronadgo. E cuemo quier que aquel que era en tenencia fuesse uencido por iuyzio que no era suyo. mas del otro que lo demandaua; por esso no deuen toller a aquel clerigo la eglesia. pues que fue presentado daquel que era en tenencia el tenien los omnes daquel logar por padron.
1	15	13	Ley .xiijª. Que el derecho del padronadgo no se puede partir. mas todos los padrones lo deuen auer egualmientre quantos quier que sean.	Partir no se puede el derecho del padronadgo; magar que sean los padrones muchos. ca no es cosa en que caya particion. antes es por si cada uno padron pora poder fazer todas las cosas quel conuienen por razon del padronadgo. fueras en clerigo presentar. ca esto no lo puede ninguno fazer si no todos en uno. E cuemo quier que algunos padrones dexassen muchos herederos que heredassen el padronadgo dellos. magar sean los unos menos. & los otros mas; por esso no ha mayor derecho en el padronadgo el uno que el otro. mas todos lo han por egual. E esto serie cuemo si fuessen tres padrones. & el uno dellos dexasse un heredero & el otro dos. & el tercero tres. Esso mismo serie si mas fuessen. ¶ Otrossi faziendo muchos omnes alguna eglesia o dotando la magar el uno diesse mas que el otro en fazer la o en dotar la; no ha por ende mayor parte en el padronadgo que qualquier de los otros que dieron menos. ca es cuemo cosa spirital. & por ende no pueden fazer del derecho del; partes mayores o menores. pero cosas y ha en que deuen connoscer meioria & fazer gela al que mas de bien fiziere en la eglesia segund dize adelante.
1	15	14	Ley .xiiijª. En quantas cosas deue la eglesia reconnoscer meioria al padron que mas de bien le fiziere.	Reconnoscer deue meioria la eglesia que a muchos padrones; al que mas de bien en ella fiziere. & esta meioria puede seer en tres cosas. La una es de bien fecho cuemo si acaeciesse que los padrones dalguna eglesia cayessen en pobredat & ella fuesse minguada de manera que no pudiesse a todos complir. Ca estonce deue socorrer al que mas de bien en ella fizo. La otra es de onrra. ca mas onrrado logar deuen dar en la procession & en la eglesia; al que mas de bien fiziere en ella. La tercera es de gracia. E esto serie cuemo si acaeciesse que ouiesse dos padrones en alguna eglesia & desacordassen en presentar clerigo. assi que el uno dellos presentasse uno. & el otro presentasse otro. Ca en tal razon como esta seyendo los clerigos eguales & no auiendo el uno meioria que el otro; deue el obispo fazer gracia al que mas dalgo ouiesse fecho en la eglesia. recibiendo & dando la eglesia al clerigo que aquel presentasse. ¶ E no se deue tener la eglesia por agrauiada en auer muchos padrones. ca quanto mas fueren. tanto mas emparadores aura; & sera meior guardada.
1	15	15	Ley .xvª. Quales clerigos deuen los padrones primeramientre presentar pora las eglesias quando uagaren	Poner no deue el obispo ni otro prelado clerigo en la eglesia quando uagare en que ouieren algunos derecho de padronadgo; a menos del presentar los padrones. & deuen primeramientre presentar de los fijos de la eglesia silos y ouiere atales que sean pora ello. & si no de los otros que son daquel obispado. E esto se entiende primeramientre de los fijos de los padrones; & desi de los fijos de los parrochianos. Pero si algun obispo fuesse padron de eglesia que fuesse en otro obispado; bien puede presentar clerigo pora ella; onde quisiere. & esta gracia otorgo sancta eglesia a los obispos demas que a los otros padrones. ¶ Otrossi acaeciendo que algun legado uiniesse del apostoligo que ouiesse poder de dar beneficios. & fallasse que uagaua alguna eglesia; en que ouiesse clerigo derecho de padronadgo por razon de su eglesia. & no por razon de patrimonio; bien la puede dar a qual clerigo quisiere. onde quier que sea. magar no gelo presente el padron. Ca si el derecho que a el obispo de poner clerigo en la eglesia. nol puede embargar al legado que nol ponga; mucho menos le embargara el padronadgo que ha el clerigo por razon de la eglesia. E esto auiene por que mayor es el poderio que ha el prelado en poder otorgar la eglesia que el del padron en presentar pora ella.
1	15	16	Ley .xviª. Que derecho deue seer guardado quando ordenan algunos clerigos a titulo de las eglesias que an padrones.	Criados ha en las eglesias parrochiales que son clerigos que ayudan a dezir las horas; a los otros mayorales que las han por cura. & estos fazen ordenar a las uezes a alguno daquellos criados a titulo de sus eglesias. que quier tanto dezir cuemo a nombre sennaladamientre dellas. Onde si acaeciesse que alguna daquellas eglesias uagasse. no se deue enbargar el derecho daquel que fuere padron; por el clerigo que fue ordenado a Titulo daquella eglesia. que no pueda el padron otro presentar pora ella; si quisiere. & aquel que el presentare sera mayoral; & aura la cura. E los otros que fueron ordenados a Titulo della; no han hy derecho ni demandança ninguna por razon que fueron ordenados pora ella. Mas si el padron consintiesse que ordenassen a alguno a Titulo de su eglesia; no puede despues otro presentar fueras aquel en que consintio. E aquel que fuere mayoral; deue proueer segund que pudiere a los otros clerigos que fueren y ordenados pora la eglesia seruir. Mas estos atales pues que la eglesia no es conuentual ni ellos no son cabillo. fueras que les dan alguna racion en que uiuan; no han poder de esleer al prelado que ha la cura de la eglesia. mas el que fuere padron lo deue presentar.
1	15	17	Ley xvijª. Por que razon touo por bien sancta eglesia que los legos ouiessen derecho de padronadgo.	Suffre sancta eglesia & consiente que los legos ayan algun poder en las cosas spiritales assi cuemo en poder presentar clerigos pora las eglesias que es cosa spirital o allegada con spirital. & esto fizo por fazer les gracia. E magar que las eglesias con sus dotes & con todas las otras cosas que han sean en poder de los obispos. & ellos las deuen ordenar & poner clerigos en ella; touo por bien sancta eglesia. que este poder ouiessen los legos que pudiessen presentar clerigos pora las eglesias onde son padrones. & esta gracia que les fizo tanto tiempo la usaron que es tornada en derecho comunal. & por este poder que han y los legos llaman al derecho del padronadgo cuemo spirital o ayuntado a spirital. Ca si puramientre fuesse spirital no lo podrien los legos auer. Ca segund la fuerça del derecho los legos no han poder por si de entremeter se en las cosas que pertenescen a la eglesia & mayormientre en las que son spiritales. Ca tanbien en la uieia ley cuemo en la nueua apartados fueron los que han de ueer & de ordenar las cosas spiritales; de las temporales.
1	16	1	Titulo .xviº. De los beneficios de los clerigos. Ley .iª.	Desemeiantes & departidos son los mienbros en el cuerpo del omne. & cada uno dellos faze su seruicio sennaladamientre; segund que deue. E por ende el cuerpo del omne quando los ha todos complidamientre; recibe apostura dellos. E a semeiante desto dixo sant paulo que sancta eglesia era cuemo cuerpo. & los seruidores della mienbros. que la mantienen en su fuerça. & la fazen seer apuesta. E aun y ha otra semeiança. Ca assi cuemo del coraçon del omne reciben todos los mienbros uida; assi de sancta eglesia reciben uida & acorro todos los seruidores della. E este bien; son los beneficios & las dignidades que della an. onde se mantienen & uiuen onrradamientre. E pues que en los titulos ante deste fabla de las eglesias. & de las cosas que les pertenescen. & del derecho del padronadgo que han los omnes en ellas; conuiene de dezir en este de los beneficios & de las dignidades que dellas han los clerigos. & mostrar primeramientre quien los puede dar. E a quales. E en que manera. E fasta quanto tiempo. E si los no dieren fasta aquella sazon; quien ha poder de los dar despues. E por que cosas las pierden aquellos a quien los dan.
1	16	2	Ley .ijª. Quien puede dar los beneficios en sancta eglesia de qual manera quier que sean.	Beneficio quier dezir tanto cuemo bien fecho. & destos son en sancta eglesia de muchas maneras. Ca en las eglesias cathedrales & conuentuales ha calongias & raciones. E estos beneficios deuen los dar los obispos o los otros prelados mayores. en las eglesias o no ha obispos. assi cuemo son abades o priores. o otros de qual manera quier que sean. que ayan derecho de los dar. E esto se entiende que lo deuen fazer con consentimiento de sus cabillos; segund derecho comunal. Pero por que en algunas eglesias no fue guardado este derecho. & ouieron costumbre en tales y ouo dellas. de dar los beneficios los prelados. & en otras los cabillos; por esso touo por bien sancta eglesia. que en cada logar fuesse guardada la costumbre que usaron de luengo tiempo. pora dar los. Esso mismo touo por bien que fuesse guardado en dar las dignidades. & los personages. & otrossi en dar las eglesias parrochiales. E sobre todos los que son dichos en esta ley. el apostoligo ha poder de dar dignidades & personages. & todos los beneficios de sancta eglesia a quien quisiere. & en qual obispado quisiere.
1	16	3	Ley .iijª. Quales deuen seer los clerigos que ouieren de seer beneficiados en sancta eglesia.	Letrados & honestos & sabidores del uso de la eglesia deuen seer los clerigos a qui dieren las dignidades. & los personages. o las eglesias parrochiales que han cura de almas. Esso mismo deuen auer en si aquellos aqui diessen los menores beneficios. assi cuemo calongias o raciones. o a lo menos que sean tan letrados. que entiendan latin. & que sean sabidores del uso del eglesia; que es cantar & leer. Ca los primeros que han cura de almas deuen seer mas sabidores segund dize en el titulo de los obispos. en la ley que comiença. Sabio deue seer. E esto por que ellos an de preigar a los pueblos. & de les mostrar la ley de dios. E qualquier destos sobredichos deue seer atal que quiera & pueda seruir la eglesia cutianamientre por si mismo. segund que conuiene & ha mester al logar que tiene cada uno dellos. E bien assi cuemo una dignidat no deue seer dada a muchas personas mas a una tan solamientre; otrossi la eglesia parrochial a uno la deuen dar con la cura de las almas. & no a muchos. & aquel la deue ordenar tanbien en las cosas spiritales; cuemo en las temporales. E magar aya y muchos clerigos pora seruir la; todos se deuen guiar por mandado deste.
1	16	4	Ley .iiijª. De que edat deuen seer los ninnos pora poder auer beneficio en sancta eglesia.	Conuinientes no son los ninnos. pora auer beneficios en sancta eglesia; fasta que ayan catorze annos. o sean atales que a poco de tiempo se puedan ordenar. & esto es por que no la pueden aun seruir. Mas desque ouieren catorze annos; bien pueden auer de los beneficios menores. de que fabla la ley ante desta. ¶ Pero por que y ha algunos dellos que comiençan mas ayna a seer entendudos que otros; a los que tales fueren & ouieren alguna orden. bien les pueden dar beneficios menores de siete annos arriba. por que auran entendimiento pora seruir. ¶ Otrossi el que ouiesse beneficio en una eglesia quel ouiessen dado por titulo. si fuere tal el beneficio que pueda ueuir en el; no deue auer otro en otra eglesia teniendo aquel. por que no podrie seruir en amos a dos. fueras ende si el apostoligo gelo otorgasse. ¶ Pero el clerigo que ouiesse tal beneficio cuemo este que desuso es dicho. si su obispo o otro prelado le diere otro o otra eglesia cuemo en prestamo. si fuere tal que no sea tenudo de seruir la eglesia cutiamientre por el; bien lo puede auer. ¶ E si por auentura el clerigo que ouiesse beneficio en una eglesia en que fuesse titulado. le diessen otro tal beneficio en otro obispado que fuesse tenudo de seruir le cada dia; el obispo en cuyo obispado ouiesse el primero beneficio bien gelo puede toller si quisiere. E esto se entiende sil amonestare de primero. que uenga seruir la eglesia & no lo quisiere fazer.
1	16	5	Ley .vª. En que manera deuen dar los prelados los beneficios de sancta eglesia a los clerigos.	Entregamientre & sin menoscabo ninguno deuen dar los prelados las dignidades & los personages. & todos los otros beneficios de sancta eglesia; a los clerigos que los dieren. & no les deuen toller ninguna cosa de sus derechos ni de las cosas que les pertenescen. E assi cuemo no deuen dar un personage a dos que lo partan; otrossi no deuen dar a dos una calongia. o una racion que partan las rendas della. o que el uno dellos la tome. & el otro espere fasta que uague otra. Pero a las uezes podrien fazer duna racion que uagasse dos; si fuesse tal de que pudiessen beuir amos de buena guisa. & esto pueden fazer no auiendo en la eglesia cuenta cierta de calonges. o de racioneros que ouiessen iurado que no fuessen mas. ca estonce no lo pueden fazer sin otorgamiento del Apostoligo. & si lo fiziessen cadrien en peyuro. ¶ E cuemo quier que es dicho de suso que los beneficios deuen seer dados no tolliendo ni minguando de las rendas dellos ninguna cosa; pero si el prelado con su cabillo estableciessen de tomar las rendas dalgun beneficio que uagasse en su eglesia pora meter las en alguna cosa conuenible que fuesse mester a pro de la eglesia bien lo pueden fazer. & tomar las fasta algun tiempo cierto. pero esto se entiende ante que lo diessen a ninguno. E magar que esto puede el prelado fazer en su eglesia; no se entiende que lo puede fazer en todos los beneficios que uagassen en su obispado. fueras ende si el apostoligo gelo otorgasse.
