partida	titulo	ley	rubrica	texto
5	9	5	Ley .v. por quales razones no son tenudos los mercaderos de conpartir entre si el danno de la naue quando se quebrantasse en penna o en tierra & por quales no se podrian escusar.	¶ Corriendo algund nauio por la mar con tormenta de manera que por ocasion firiese en penna o en tierra sy se quebrantase o se enarenase. Mas los mercaderos saquan sus cosas en saluo no serian tenudos de pechar la naue. Mas si acaesçiese que ante que peligrase la naue asy commo sobredicho es los mercaderos con miedo que ouiesen de se perder ellos & a sus cosas mandasen al sennor de la naue que la dexasen correr contra la tierra auentura de lo que dios quisiese fazer. diziendo que sy acaesçiese que la naue se quebrantase que ellos querian auer su parte en el peligro & que le ayudarian a cobrarla sy estorçiesen & les fincase de lo que tirasen della con que lo pudiesen fazer: estonçe el sennor de la naue la dexasse yr correr por ruego o por mandado dellos. & se quebrantase deuen la apreçiar quanto podria valer & contarlo que tiro della cada vno dellos de aquello que era suyo: & el sennor della & todos los otros deuen conpartir entre sy la perdida pechando cada vno dellos mas o menos segund la quantia que della saco o cobro cada vno. & los que no sacasen nada no deuen pechar ninguna cosa. & sy todo se perdiese no ha el sennor de la naue demanda contra los mercaderos por esta razon.
5	9	6	Ley .vj. como se deue conpartir el danno del echamiento maguer despues se quebrantasse el nauio por ocasion.	¶ Tenpestad auiendo algunos que anduuiesen sobre mar de guisa que temiendose de peligro ouiesen a echar en la mar algunas cosas de las que troxiesen en la naue por aliuiarla: sy despues desto acaesçiesse que se quebrantase la naue por ocasion firiendo en penna o en tierra o de otra guisa de manera que lo que troxiesen en ella cayese en la mar. si de las cosas que en aquel lugar cayesen pudiesen algunas cosas cobrar los sennores dellas: tenudos son de ayudar a cobrar a los otros la perdida que fizieren por razon del echamiento que fue fecho a pro de todos comunalmente apreçiando las cosas que sacaron & las de los otros que fueren echadas & catando lo vno & lo otro deuen conpartir entre sy la perdida desovno. pero si aquellos que echaron sus cosas en la mar por aliuiar la naue assi commo de suso es dicho cobrasen despues alguna de aquellas cosas que ouiesen echadas no serian tenudos de dar parte dellas a los otros sobredichos que perdiesen las sus cosas por razon de peligro que avino o por ocasion.
5	9	7	Ley .vij. como las cosas que son falladas en la ribera de la mar que sean de peçios de nauios o de echamiento deuen ser tornadas a sus duennos.	¶ Miedo de muerte a los mercaderos & a los otros onbres echar sus mercaderias en la mar quando han tormenta con entençion de aliuiar las naues porque puedan estorçer de peligro. & por ende tenemos por bien & mandamos que todas las cosas que asy fuesen echadas que quien quier que las falle que sea tenudo de las dar a aquellos cuyas fueren o a sus herederos. Eso mismo dezimos que deue ser guardado si acaesçiere que la naue se quebrantase por tormento o de otra manera que todo quanto pudiese ser fallado della o de las cosas que eran en ella: o quier que lo fallasen que deue ser de aquellos que lo perdieron. & defendemos que ningund onbre no gelo pueda enbargar que lo no ayan maguer ouiese preuilegio o costunbre vsada que tales cosas commo estas que aportasen a algund puerto suyo. o que fuesen falladas çerca de algund castillo o en ribera de la mar que deuen ser suyas ni por otra razon que ser pueda. ca no tenemos por derecho que las cosas que los onbres pierden por ocasion de tal malandança que las pueda ninguno tomar por costunbre nin por preuilegio que aya. fueras ende si tales cosas fuesen de los enemigos del rey o del reyno. ca estonçe quien quier que las falle deuen ser suyas.
5	9	8	Ley .viij. como se deue conpartir la perdida de las mercaderias que meten en los barcos para vaziar & aliuiar los nauios en la entrada de los puertos.	¶ Acostados seyendo los nauios a las entradas de los puertos o de los rios: si se temieren los maestros dellos que son muy cargados & las entradas son secas & angostas. & por esta razon vazian se algunas mercaderias de la naue & las metiesen en barcos o en otros nauios pequennos porque pudiessen yr mas sin peligro: dezimos que sy acaesçiese que se perdiesen aquellas cosas que metiesen en el barco por que quebrantase o por otra ocasion que se deue conpartir la perdida entre todos los mercaderos a quien fincaron sus cosas en saluo en la naue bien assi commo diximos en las leyes ante desta que lo deuen fazer de las cosas que echan en la mar a sabiendas con entençion de aliuiar & de estorçer de la tormenta. pero si despues desso se quebrantase la naue & se perdiesen las cosas que viniesen en ella: & fincasen en saluo las otras cosas que fuesen metidas en el barco con entençion de aliuiar la naue assy commo sobredicho es: aquellos cuyas fuesen las cosas que fincasen en saluo no son tenudos de dar ninguna cosa dellas a los otros a quien se perdieron sus cosas en la naue. porque la perdida les avino por ocasion & no por otra razon ninguna que fuese por pro de todos comunalmente.
5	9	9	Ley .ix. como los mayorales de la naue son tenudos de pechar a los mercaderos los dannos que les avinieren por culpa dellos.	¶ El pereçer de los nauios aviene a las vegadas por culpa de los maestros & de los gouernadores dellos. & esto podrie acaesçer quando començasen a andar sobre mar en tal sazon que no fuese tienpo de nauigar E el tienpo que no es para esto es desde el onzeno dia del mes de nouienbre fasta diez dias andados de março. & esto es porque en estos tenporales son las noches grandes & los vientos muy fuertes & anda la mar tornada por la fortaleza del invierno. & acaesçe en esta sazon muy grandes tormentas & muy grandes peligros a los que andan nauegando. & porende qualquier maestro o gouernador de naue que nauegase en este tienpo sobredicho contra la voluntad de los mercaderos o de los otros onbres que leuasen sus cosas en el: si acaesçiese que se quebrantase el nauio avria muy grand culpa & seria tenudo de les pechar todo el danno & el menoscabo que resçibiesen por razon de preçio. Eso mismo dezimos que seria si el gouernador del nauio sopiese que auia de passar por lugar peligroso de enemigos: o de otra manera de peligro. & non aperçibiese ende a los mercaderos. otro tal seria si acomendase la naue atales onbres que la gouernasen que no fuessen sabidores de lo fazer. Ca el danno que resçibiessen por qualquier destas razones sobredichas tenudo seria de lo pechar.
5	9	10	Ley .x. que pena mereçen los marineros que fazen quebrantar las naues a sabiendas por cobdiçia de auer las cosas que van en ellas.	¶ Enganno & falsedad muy grande fazen a las vegadas algunos de los que han de guiar & de gouernar los nauios de manera que quando sienten que traen muy grand riqueza aquellos que lieuan en ellos guiando los a sabiendas por lugares peligrosos porque se pereçiessen los nauios & puedan auer ocasion de furtar o de robar algo de aquello que traen. & por ende dezimos que qualquier dellos a quien fuese prouado que auia fecho tan grand maldad commo esta que muera por ello. & el iudgador ante quien fuese esto aueriguado deue fazer entregar de los dannos & los menoscabos a los que los resçibieron de los bienes deste atal que fizo esta maldad. & tenemos por bien que sean creydos por su iura sobre los dannos & los menoscabos tassando los primeramente el iudgador segund su aluedrio.
5	9	11	Ley .xi. de los pescadores que fazen sennales de fuego de noche en los nauios por fazer los quebrantar.	¶ Pescadores & otros onbres de aquellos que vsan a pescar & a ser çerca la ribera de la mar fazen sennales de fuego de noche engannosamente en lugares peligrosos a los que andan nauegando & cuydan que es el puerto ally. & las fazen con entençion de los enganar que vengan a la lunbre o fieran los nauios en la penna o en lugar peligroso & se quebranten por que puedan furtar & robar algo de lo que traen. E porque tenemos que estos atales fazen muy grand mal sy acaesçiese que el nauio se quebrantasse por tal enganno commo este & pudiere ser prouado tal enganno quales fueron los que lo fizieron. mandamos que todo quanto furtaron o robaron de los bienes que en el nauio venia que le pechen quatro doblado sy les fuere demandado por iuyzio. & sy fasta vn anno no demandasen dende adelante peche otro tanto quanto fue lo que perdieron. E sy por auentura acaesçiese que ellos no lo robasen mas que se perdiesse deuen les pechar todo quando perdieron & menoscaberon por esta razon. E avn de mas desto mandamos que el iudgador del lugar ante quien fuere esto prouado les faga escarmiento en los cuerpos segund entendiere que mereçen por la maldad & el enganno que fizieron.
5	9	12	Ley .xij. como se deue conpartir el danno que reçiben los que van en los nauios de los cursarios.	¶ Cursarios o robadores que anduuiesen sobre mar prendiendo algund nauio con los onbres & las cosas que y fuesse en el. sy despues le pleiteasen de manera que les dexan yr a ellos & su nauio & a sus cosas: aquello que diesen por tal razon commo esta todos de su vno lo deuen conpartir entre si pagando en ello cada vno tanta parte quanto era lo que traye segund que valia mas o menos. ca si alguno no traxiese y al sino su cuerpo deue pagar por eso alguna cosa segund fuere guisado. ca no faze poca ganançia quien estuerçe con el cuerpo de poder de los enemigos. Mas sy por auentura acaesçiese que se no apoderasen del todo el nauio ni lo prisiesen mas que robasen algunas cosas del & no todas lo que assi resçibiesen pierdese a aquellos cuyo era. & no pueden ni deuen demandar ninguna cosa por esta razon a los otros a quien fincassen sus cosas en el nauio.
5	9	13	Ley .xiij. por quales razones pueden cobrar los mercaderos las cosas que les ouiessen tomado los cursarios sy fuessen despues fallados & por quales non.	¶ Roban & prendan los cursarios a las vegadas los nauios de los mercaderos & las cosas que traen en ellos. & ante que salgan de la mar ni lleguen con ellos a lugar o lo pongan en saluo fallasen se con otros cristianos que gelo tuellen. & porque podria acaesçer contienda entre aquellos a quien lo robaron los enemigos & estos que gelo tollieron apostremas cuyo deue ser: queremos mostrar en esta ley en que manera se deue librar tal contienda commo esta. & dezimos que sy los mercaderos yuan o venian a tierra de cristianos & trayan y vianda o otra cosa qual quier que tan bien los nauios commo los onbres & todas las cosas que trayan deuen ser tornadas en poder de los primeros sennores a que las tollieron & las robaron los enemigos. E esto mandamos porque de las mercaderias que trayen los mercaderos se aprouechan dellas comunalmente. Mas si acaesçiese que los mercaderos leuasen las mercadurias a tierra de los enemigos con quien no ouiesemos tregua nin nuestro mandado & catiuasen & tornasen asy commo dicho es quien quier que los robase o los tolliese despues a los enemigos: deue ser todo suyo. fueras ende las personas de los cristianos que deuen fincar libre & quitos. Eso mismo dezimos que deue ser guardado en los nauios pequennos que los onbres traen sobre mar no con mercaderias mas que andan folgando & trebaiando que quier que los quiten a los enemigos que los auian catiuados que deue ser suyo. ca los que en tienpo de guerra andan por mar & no en razon de mercaderia ni de su prouecho ni en cosa para guerrear los enemigos mas locamente syn pro de su tierra: el danno que les viniere deuenlo sofrir pues que les viene por su culpa.
5	9	14	Ley .xiiij. como los iudgadores que son puestos en las villas çerca de la ribera de la mar deuen librar llanamente los pleitos que acaesçieren entre los mercaderos.	¶ En los puertos & en los otros lugares que son ribera de la mar suelen ser puestos iudgadores ante quien vienen los de los nauios en pleito sobre el preçio dellos: & sobre las cosas que echan en la mar o sobre otra cosa qualquier. & por ende dezimos que estos iudgadores atales deuen ser guardados que los ayan & los libren lealmente: sin libello & lo meior & mas ayna que pudieren & syn escatima ninguna & sin alongamiento: de manera que no pierdan sus cosas ni su viage por tardaçion ni por alongamiento punnado en saber la verdad en las cosas dubdosas que acaesçieren ante ellos en los pleitos con los maestros o en los sennores de la naue: o con los otros onbres buenos que se açertaren y porque mas çiertamente & meior puedan saber la verdad. otrosy deuen catar el quaderno de la naue el qual deue ser creydo sobre las cosas que fallaren escriptas en el asy commo diximos en la primera ley deste titulo. & quando esto todo ouiere catado en la manera que es sobredicho deuen librar las contiendas: & dar su iuyzio en la manera que lo deue fazer.
5	10	0	¶ Titulo .x. De la conpannia que fazen los mercaderos & los otros onbres entre si para poder ganar algo mas de ligero ayuntando su auer en vno.	COnpannia faziendo los mercaderos & los otros onbres entre si para poder ganar algo mas de ligero ayuntando su auer en vno: & porque acaesçe a las vegadas que en la conpannia son algunos reçebidos por conpanneros porque son sabidores & entendidos de conprar & de vender: maguer no ayan riquezas con que lo fagan. E otrosi otros que los han son menguados de la sabiduria deste menester. E avn ya otros que maguer han las riquezas & la sabiduria que no se quieren trabaiar dellas por si mismos. E por ende pues que en los titulos ante deste fablamos de los logueros de los nauios & del preçio dellos: queremos aqui dezir de las conpannias que ponen los onbres entre si en alguna de las maneras que de suso diximos. & mostraremos que cosa es conpannia. & a que tiene pro. & commo deue ser fecha. & quien la puede fazer. & sobre que cosas. & quantas maneras son della. & quales pleitos que ponen sobre ella son valederos o no. & porque razones se acaba. & commo se deue partir entre los conpanneros la ganançia que fizieren o la perdida que les aviniesse por razon de la conpannia.
5	10	1	Ley .i. que cosa es conpannia. & a que tiene pro. & como deue ser fecha. & quien la puede fazer.	¶ Conpannia es ayuntamiento de dos onbres o de mas que es fecho con entençion de ganar algo desovno ayuntandose los vnos con los otros. & naçe ende grand pro quando se faze entre algunos onbres buenos & leales. ca se acorren los vnos a los otros bien asy commo si fuesen hermanos. E fazese la conpannia con consentimiento & con otorgamiento de los que quieren ser conpanneros. & puedese fazer fasta tienpo çierto o por toda su vida de los conpanneros. Pero si algunos fiziesen conpannia entre si tanbien por ellos commo por sus herederos valdria quanto en su vida dellos mas no passaria a sus herederos. fueras ende si la conpannia fuese fecha so arrendamiento de algunas cosas del rey o del comun de algund conçeio. & todo onbre que no sea desmemoriado ni menor de .xiiij annos puede fazer conpannia con otros. pero sy el menor de .xxv. annos entendiere que se le sigue danno de la conpannia o que le fizieron entrar en ella engannosamente puede pedir al iuez del lugar que lo saque della. & que le faga tornar en el estado en que era de ante syn su danno. & el iuez deuelo fazer.
5	10	2	Ley .ij. porque razones se puede fazer conpannia.	¶ Fazer se puede la conpannia sobre las cosas guisadas & derechas assy commo en conprar & en vender & en canbiar & arrendar & logar. & en las otras cosas semeiantes destas en que pueden los onbres ganar derechamente. mas sobre cosas desaguisadas no la pueden fazer ni deuen. assy commo para furtar o robar o matar o dar aloguero ni fazer otra cosa ninguna semeiante destas que fuese mala & desaguisada & contra buenas costunbres. & la conpannia que fuese fecha sobre tales cosas commo estas no deue valer ni puede demandar ninguna cosa vno a otro por razon de tal conpannia.
5	10	3	Ley .iij. en quantas maneras se puede fazer la conpannia.	¶ Puedese fazer la conpannia en dos maneras La vna manera es quando la fazen desta guisa que todas las cosas que han quando fazen la conpannia & las que ganan dende en adelante sean comunales E tan bien la ganançia commo la perdida que pertenesca a todos. La otra es quando la fazen sobre vna cosa sennaladamente. commo en vender vino o panno o otra cosa semeiante: & todos los pleitos que pusieren entre si que sean guisados & derechos sobre cada vna destas dos maneras de conpannia valen. & deuen ser guardadas en la guisa que las pusieren. & si sobre las ganançias & las perdidas no fuere puesto pleyto en que manera se deuen conpartir entre ellos: estonçe deuen las partir egualmente. & si de las ganançias fizieron pleito quanto deue auer cada vno dellos no faziendo emiente de las perdidas: entiendese que tanta parte les alcança de las perdidas quanta deuen auer cada vno de las ganançias. Eso mismo dezimos que seria si fiziesen pleito sobre las perdidas no faziendo emiente de las ganançias.
5	10	4	Ley .iiij. quales pleitos son valederos que los conpanneros ponen entre si por razon de la ganançia.	¶ Los conpanneros que se ayuntan para fazer conpannia para ganar acaesçe a las vegadas que cada vno dellos es mas sabidor que el otro de aquella arte o de aquella cosa de que deuen vsar sobre que fazen la conpannia: o se mete a mayor trabaio o se auentura a mayores peligros. & por ende quando fiziesen pleito entre si que este atal que fuese mas sabidor: o se metiese a mayores trabaios que el otro que ouiese otrosi mayor parte en las ganançias. o si fazen pleito que si perdiesen en la conpannia en aquellas cosas que vsan que no ouiese parte en la perdida. tales pleitos commo estos semeiantes valen & deuen ser guardados en la manera que fueren puestos. mas si fazen pleito que el vno que ouiese toda la ganançia & que no ouiese parte en la perdida o toda la perdida fuese suya & no ouiese parte en la ganançia: estonçe no valdria el pleito que desta guisa pusiesen: & tal conpannia commo esta llaman las leyes leonina.
5	10	5	Ley .v. quales pleitos no son valederos que los conpanneros ponen entre si.	¶ Engannosamente se trabaiando algund onbre para auer conpannia con otro: si la conpannia se afirmase por pleito desque el otro conosçiese el enganno no es tenudo de lo guardar. Otrosi dezimos que quando dos onbres fiziesen conpannia desovno diziendo el vno al otro que maguer le fiziese algund enganno en la conpannia que no gelo demandaria: dezimos que tal pleito no vale ni deue ser guardado Ca los pleitos que dan carrera a los onbres para fazer enganno no deuen valer. Otrosi dezimos que sy alguno fiziese pleito en su conpannia desta guisa que cada vno dellos ouiese tanta parte en la ganançia o en la perdida quanta dixiese alguno otro que nonbrasen: & aquel que sennalasen para esto fiziese las partes guisadas & derechas deuen estar por su aluedrio. Mas si las fiziere desaguisadas commo si mandase tomar mayor parte al vno que al otro en las ganançias & en las perdidas no mostrando alguna derecha razon porque lo mandaua: estonçe no valdria el aluedrio: ante dezimos que deue ser endereçado por aluedrio de onbres buenos que caten si alguno dellos mereçe mayor parte por ser mas sabidor o por leuar mayor trabaio segund diximos en la ley ante desta. & si fallaren que es assi deuen gela dar segund entendieren que es guisado & sy no mandan que lo partan egualmente.
5	10	6	Ley .vj. como deue ser comunales los bienes & las ganançias entre los conpanneros quando es fecha la conpannia sobre todos los bienes que han estonçe & esperan auer.	¶ So tal pleito faziendo la conpannia que todos los bienes que auian los conpanneros estonçe & que ganasen dende adelante se ayuntasen en vno & fuesen comunales entre ellos: dezimos que desde el dia en que tal pleito fuese firmado deuen ser comunales entre ellos las ganançias & los bienes que han o que les vinieren en qual manera quier que sean. & avnque fuese castrense vel quasi castrense peculium. Otrosi dezimos que cada vno destos conpanneros puede vsar destos bienes & fazer demanda sobre ellos bien asi commo de lo suyo mismos. pero si alguno de los conpanneros ouiese sennorio o iurisdiçion sobre castillo o tierra o ouiese a reçebir alguna cosa de sus debdores los otros no lo podrian demandar ni vsar de la iurisdiçion del sennorio: si sennaladamente no les fuese otorgado del otro conpannero poder de lo fazer synplemente.
5	10	7	Ley .vij. en que manera deuen ser partidas las ganançias & los menoscabos que fizieren los conpanneros quando es fecha la conpannia sobre la cosa sennalada.	¶ Sinplemente faziendo algunos onbres conpannia diziendo asi. Seamos conpanneros no nonbrando ni sennalando que la fiziesen sobre todas sus cosas segund diximos en la ley ante desta: estonçe se entiende que deuen partir entre si egualmente todas las cosas que ganaren de aquel menester o de aquella mercaduria que vsaren Otrosi dezimos que si fizieren conpannia sobre vna cosa sennaldamente asi commo sobre vender vinno o pannos o otra cosa semeiante que deuen partir entre si las ganançias que fizieren en el tienpo de la conpannia en la manera que conuinieron quando fizieron el pleito de la conpannia. Mas las otras ganançias que fizieren por otra razon no las deuen partir entre si: ante deuen ser propias del que las ganare. otrosi dezimos que entre si deuen ser comunales los dannos & los menoscabos que les acaesçieren a cada vno por su parte segund les alcançare de las ganançias. fueras ende si los dannos & los menoscabos acaesçiesen por culpa o por enganno de alguno de los conpanneros. ca estonçe tan solamente a aquel perteneçe & no a los otros pero si este por cuya culpa avino el danno o el menoscabo pudiere prouar que puso y aquella guarda que fiziera sy suyas fuesen aquellas cosas: estonçe por tal culpa no seria tenudo de pechar el menoscabo. ante dezimos que deue alcançar a cada vno dellos su parte.
5	10	8	Ley .viij. como las ganançias que vienen de mala parte no es tenudo aquel que las fizo de dar parte a sus conpanneros.	¶ De furto o de robo o de enganno o de otra manera mala semeiante destas faziendo ganançias algunas los conpanneros no deuen los otros resçebir parte. & si acaesçiere que el que asi las ganare las aduxiere a partiçion con los otros conpanneros: si parte resçibieren dellas & aquel que las gano fuere despues vençido en iuyzio de guisa que las aya de tornar a aquellos cuyas fueren. cada vno dellos tenudo es de tornar aquel su conpannero aquella parte que le copo de aquellas ganançias maguer no sopieron quando las resçibieron que fueron de mala parte. mas dezimos que si los conpanneros saben quando resçibieron parte de la ganançia que fuera mal ganada que maguer que aquel que asi la gano no diese tanta parte a cada vno dellos quanta le cabia que por aquella parte que resçibio el otro quanta quier que sea que es tenudo cada vno dellos de ayudarle a pechar de los bienes de la conpannia todo quanto ouiere a pechar por esta razon bien asi commo si ouiesen auidas sus partes enteramente. & no pechara el que la fizo mayor parte que ninguno de los otros E esto es porque resçibiendo esta parte consintieron & otorgaron el mal que el otro ouiese fecho.
5	10	9	Ley .ix. quales pleitos son valederos o no que los conpanneros ponen entre sy por razon de bienes que atienden heredar.	¶ Firmando o faziendo alguno conpannia so tal pleito que los bienes que entendieren de heredar de algund onbre que nonbrasen sennaladamente que fuesen comunales entre ellos quier que los heredasen por ser estableçidos por herederos o de otra guisa: dezimos que tal pleito no vale pues que sennala la persona de aquel cuyos son los bienes. fueras ende si fuese fecho en su plazer & que durase en esta voluntad fasta su fin Porque podria acaesçer que algunos dellos se trabaiaren de muerte deste atal por cobdiçia que partir los bienes suyos entre si. & porende pleito que podria naçer tan grand mal commo este defendemos que no vala Mas si quando firmasen el pleito de la conpannia lo fiziesen desta guisa: diziendo que todas las ganançias que les viniesen de qualquier parte por heredamiento que atendiesen heredar no nonbrando de quien o de otra manera que fuesen comunales a todos: estonçe valdria el pleito & avria cada vno su parte de tal ganançia.
5	10	10	Ley .x. porque razones se desata la conpannia despues que es fecha.	¶ Desatase la conpannia en muchas maneras & primeramente por la muerte natural de alguno de los conpanneros: ca maguer sean muchos desfazese la conpannia por la muerte del vno. fueras ende si quando la firmaron pusieron pleito entre si que maguer muriese alguno dellos que los otros fincasen en la conpannia Otrosi dezimos que si alguno de los conpanneros fuere desterrado por sienpre en alguna ysla que se desfaze la conpannia por tal razon commo esta. porque tal desterramiento commo este es llamado en latin muerte çiuil. & no le dizen asi sin razon pues el nunca ha de salir de aquel lugar. & pierde por ende todos sus bienes. & avn dezimos que se desfaze la conpannia si alguno de los conpanneros es encargado de muchos debdos: que ha a desanparar por ende todos sus bienes a aquellos a quien son obligados por razon de las debdas. Otrosi dezimos que se acaba la conpannia muriendose o perdiendose de otra guisa la cosa por que fue fecha. Eso mismo dezimos que si la cosa sobre que fizieron la conpannia mudandose despues su estado esto seria commo si fuese la cosa atal de que podrian los onbres vsar siruiendose della & despues la fiziesen sagrada. commo si fuese casa de morada & la fiziesen yglesia. o si fuese plaça & fiziesen della çimenterio o por otra razon semeiante destas.
5	10	11	Ley .xj. como se deue onbre partir de la conpannia no se pagando sus conpanneros.	¶ Buena es la conpannia entre los onbres mientra cada vno de los conpanneros han voluntad de fincar en ella Mas quando alguno de los conpanneros no se pagase della puedela desanparar si quisieren diziendo asi a sus conpanneros fasta agora me pague de auer conpannia con vusco mas de aqui adelante no quiero ser vuestro conpannero & no le pueden enbargar los otros que lo no faga. pero si este atal se partiese de la conpannia ante que sea acabado el fecho sobre que la fizieron: o ante que sea acabado el tienpo en que auia a durar: estonçe tenudo seria de pechar a los otros conpanneros todo el danno & el menoscabo que les viniese por esta razon. fueras ende si quando firmaron la conpannia fizieron pleito entre si que el que se no pagase della que la pudiese desanparar cada que quisiese ante del tienpo sobredichos despues.
5	10	12	Ley .xij. como se deue partir la ganançia o la perdida entre los conpanneros quando alguno dellos se parte de la conpannia por pro desi & danno de los conpanneros.	¶ Puesta o firmada seyendo la conpannia entre algunos onbres so tal pleito que todas las ganançias que fiziesen de aquel dia en adelante que la firmaron que fuesen comunales a todos los conpanneros. & si despues desto alguno dellos entendiendo que le venia alguna ganançia muy grande de alguna parte. asi commo si pusiese que le auia alguno estableçido por su heredero o que tenia en coraçon de estableçerle o le viniese la ganançia de otra parte qualquier que por razon della enganosamente se partiese de sus conpanneros la parte que deue auer en aquella ganançia si esto pudiere ser prouado tenudo es de dar su parte de la ganançia a cada vno de los conpanneros maguer fuese ya quito de la conpannia. & avn dezimos que si de aquel dia en adelante que se partio de la conpannia asi commo es dicho acaesçiese que perdiese o menoscabase alguna cosa que a el solo pertenesçe la perdida o el menoscabo & no a los otros. & lo que los otros conpanneros ganasen despues que el se partio de su conpannia todo deue ser suyo dellos. E no le deuen dar parte ninguna a el por razon del enganno que les fizo. ca derecho es que quien engannosamente quiere fazer perder algo a sus conpanneros que toda la perdida a el pertenesca.
5	10	13	Ley .xiij. como se deue partir la ganançia o perdida entre los conpanneros quando se parte la conpannia por alguna razon derecha que aya.	¶ Departida seyendo la conpannia por alguna de las razones que diximos en las leyes ante desta. luego que esto sea fecho deuen partir entre si todas las ganançias & las perdidas en la manera que fue puesto en la conpannia quando la firmaron. E si alguna perdida avino en la conpannia por enganno que fizo alguno de los conpanneros. a aquel solo que fizo el enganno pertenesçe la perdida & no se puede escusar que la no refaga maguer que el diga que fizo otras ganançias a otra parte que fueron tantas & tales de que podria ser meiorada aquella perdida. fueras ende sy alguno o algunos de los otros ouiesen fecho otro tal enganno. ca estonçe dezimos que se deue conpartir entre aquellos que fizieron el enganno. de guisa que no alcançe ende parte a los otros.
5	10	14	Ley .xiiij. porque razones se puede partir vn conpannero del otro ante de tienpo.	¶ Departir se puede la conpannia ante de su tienpo por quatro razones. La primera es quando alguno de los conpanneros es tan brauo o de tan mala parte que ouiese en si otras maneras semeiantes destas que fuesen atales que los otros conpanneros no le pudiesen sofrir ni beuir con el en buena manera. La .ij. es si algunos de los conpanneros enbia el rey o el comun de alguna çibdad o villa en su mandaderia o le dan algund ofiçio o le mandan a fazer algund seruiçio o alguna cosa que sea a pro del rey o del comun de algund lugar. La .iij. es quando no guardan al conpannero la condiçion o el pleito sobre que fue fecha la conpannia sennaladamente. La .iiij. es quando aquella cosa por la qual fue fecha la conpannia es enbargada de manera que no pueden vsar della. E esto seria commo si fuese alguna naue en que ouiesen a andar sobre mar & fuese rota o enpeorada de guisa que no pudiesen vsar della. o si sennalasen alguno de los conpanneros alguna tierra o alguna villa o alguna casa o sacasen alguna mercaduria. o del fecho sobre que la fizieron o le quisieren despues toller de aquel lugar & enbiar a otro. o le canbiasen de aquel estado que ouiesen sennalado en alguna otra manera semeiante destas.
5	10	15	Ley .xv. si el conpannero que tiene los bienes de la conpannia viniere a pobreza que es lo que le pueden demandar los otros.	¶ Muchos seyendo los conpanneros asi que sean tres o mas. si el vno dellos touiese en guarda los bienes de la conpannia si este atal que los tiene diese parte al vno o a los dos sin sabiduria & sin mandado de los otros o de alguno dellos. si acaesçiere que aquel que los touiese en guarda viniese despues a pobreza de guisa que no le fincase de que pudiese dar su parte a los otros o al vno sin cuya sabiduria lo dio Dezimos que estonçe deue ser tornado a la conpannia aquello que desta guisa tomaron. & deue ser partido otra vez entre todos los conpanneros. pero si aquel o aquellos que no ouieron su parte de los bienes sopieron commo aquel que los tenia en guarda & en poder auia dado parte a los otros & duraren tanto tienpo en pereza que no quieran demandar su parte. si el otro que los tenia viniese a pobreza: estonçe no podria demandar a los otros que tornasen aquello que auian reçebido por que fuera en culpa en no demandar su parte en aquel tienpo que la pudiera demandar. Otrosi dezimos que si el vn conpannero conosçiere al otro debda que le deua por razon de la conpannia o fuere vençido por ella en iuyzio E tal preuilegio & tal franqueza ha la conpannia que si la debda fuere tan grand que pagandola toda fincare por ende tan pobre que no aya de que beuir que no deue ser dado iuyzio contra el que la pague toda: ante dezimos que el iudgador del lugar segund su aluedrio deue mandar que pague tanta parte que finque a el de que pueda beuir. & el conpannero a quien la deuia no le puede apremiar que pague mas. pero el iudgador deue tomar tal recabdo del que si de alli adelante ganare de que pueda pagar aquello que finca que sea tenudo de lo fazer. & esto se entiende que si el que deue la debda non ha menester porque pueda guarir. ca si lo ouiese estonçe tenudo seria de la pagar toda auiendo de que & el se deue trabaiar de su menester de que biua.
5	10	16	Ley .xvj. como las despensas & las debdas que alguno de los conpanneros fizieren por pro que la conpannia las deuen cobrar.	¶ Despensa faziendo alguno de los conpanneros por pro o por meiorias de la conpannia. o si andando en seruiçio de la conpannia adoleçiese & ouiese de fazer despensas para guareçer. asi commo en dar algo a algund fisico o en conprar melezinas tales despensas commo estas o otras semeiantes bien las puede sacar de la conpannia aquel que las fizo Otrosi dezimos que si fiziese manlieua por pro de la conpannia atal que la prometiese de pagar luego que puede otrosi sacar del comun de la conpannia de que la pague. ante que los bienes de la conpannia se departan: mas si la debda fuese fecha so condiçion o ouiese plazo de mayor tienpo a que la ouiese de pagar. dezimos que las cosas que son de comun que las deue aduzir ante ellos & partir las con ellos. pero deue tomar recabdo de cada vno dellos que pague su parte de aquella debda al plazo que el puso de la pagar.
